20150101 212500;1.205650;1.206030;1.205650;1.206010;0
20150101 212600;1.206000;1.206080;1.205980;1.206010;0
20150101 212700;1.206010;1.206060;1.206010;1.206050;0
20150101 212800;1.206050;1.206050;1.205990;1.206010;0
20150101 212900;1.205980;1.205980;1.205980;1.205980;0
20150101 213000;1.205970;1.205970;1.205950;1.205950;0
20150101 213100;1.205920;1.205930;1.205760;1.205790;0
20150101 213200;1.205770;1.205820;1.205720;1.205720;0
20150101 213300;1.205720;1.205730;1.205620;1.205620;0
20150101 213400;1.205620;1.205650;1.205620;1.205630;0
20150101 213500;1.205670;1.205820;1.205650;1.205760;0
20150101 213600;1.205760;1.205970;1.205760;1.205960;0
20150101 213700;1.205940;1.206390;1.205940;1.206300;0
20150101 213800;1.206290;1.206340;1.205870;1.206040;0
20150101 213900;1.206030;1.206070;1.205840;1.205990;0
20150101 214000;1.205980;1.206080;1.205960;1.205990;0
20150101 214100;1.205980;1.206250;1.205970;1.206180;0
20150101 214200;1.206170;1.206190;1.206070;1.206160;0
20150101 214300;1.206190;1.206260;1.206160;1.206250;0
20150101 214400;1.206260;1.206380;1.206200;1.206300;0
20150101 214500;1.206290;1.206290;1.206240;1.206240;0
20150101 214600;1.206220;1.206260;1.206170;1.206170;0
20150101 214700;1.206180;1.206180;1.205920;1.205950;0
20150101 214800;1.205960;1.206020;1.205920;1.205980;0
20150101 214900;1.205980;1.205980;1.205730;1.205730;0
20150101 215000;1.205740;1.205840;1.205730;1.205760;0
20150101 215100;1.205760;1.205790;1.205720;1.205750;0
20150101 215200;1.205750;1.205940;1.205730;1.205730;0
20150101 215300;1.205730;1.205740;1.205620;1.205740;0
20150101 215400;1.205740;1.205950;1.205740;1.205910;0
20150101 215500;1.205910;1.205910;1.205910;1.205910;0
20150101 215600;1.205910;1.205930;1.205890;1.205890;0
20150101 215700;1.205910;1.205990;1.205910;1.205950;0
20150101 215800;1.205960;1.205960;1.205950;1.205950;0
20150101 215900;1.205940;1.205940;1.205830;1.205830;0
20150101 220000;1.205810;1.205810;1.205750;1.205760;0
20150101 220100;1.205740;1.205840;1.205680;1.205840;0
20150101 220200;1.205860;1.205930;1.205840;1.205850;0
20150101 220300;1.205860;1.205980;1.205850;1.205980;0
20150101 220400;1.205980;1.205980;1.205980;1.205980;0
20150101 220500;1.205970;1.205970;1.205970;1.205970;0
20150101 220600;1.205970;1.205980;1.205970;1.205980;0
20150101 220700;1.205980;1.206110;1.205970;1.206080;0
20150101 220800;1.206070;1.206170;1.206050;1.206080;0
20150101 220900;1.206100;1.206200;1.206100;1.206170;0
20150101 221000;1.206160;1.206160;1.206140;1.206150;0
20150101 221100;1.206150;1.206260;1.206150;1.206240;0
20150101 221200;1.206230;1.206230;1.206200;1.206200;0
20150101 221300;1.206250;1.206250;1.206180;1.206180;0
20150101 221400;1.206180;1.206190;1.206180;1.206190;0
20150101 221500;1.206180;1.206180;1.206170;1.206170;0
20150101 221600;1.206180;1.206180;1.205970;1.205970;0
20150101 221700;1.205960;1.205970;1.205860;1.205860;0
20150101 221800;1.205850;1.205860;1.205820;1.205830;0
20150101 221900;1.205840;1.205850;1.205650;1.205720;0
20150101 222000;1.205730;1.205960;1.205710;1.205920;0
20150101 222100;1.205930;1.205930;1.205820;1.205820;0
20150101 222200;1.205830;1.205830;1.205760;1.205810;0
20150101 222300;1.205790;1.205790;1.205740;1.205750;0
20150101 222400;1.205760;1.205760;1.205740;1.205740;0
20150101 222500;1.205750;1.205750;1.205750;1.205750;0
20150101 222600;1.205760;1.205770;1.205740;1.205760;0
20150101 222700;1.205760;1.205760;1.205730;1.205730;0
20150101 222800;1.205770;1.205770;1.205640;1.205660;0
20150101 222900;1.205670;1.205780;1.205670;1.205750;0
20150101 223000;1.205750;1.205770;1.205650;1.205750;0
20150101 223100;1.205770;1.205770;1.205700;1.205760;0
20150101 223200;1.205770;1.205780;1.205670;1.205710;0
20150101 223300;1.205740;1.205760;1.205680;1.205700;0
20150101 223400;1.205700;1.205700;1.205670;1.205680;0
20150101 223500;1.205670;1.205820;1.205670;1.205810;0
20150101 223600;1.205780;1.205790;1.205760;1.205760;0
20150101 223700;1.205720;1.205720;1.205600;1.205650;0
20150101 223800;1.205650;1.205650;1.205600;1.205600;0
20150101 223900;1.205580;1.205600;1.205510;1.205520;0
20150101 224000;1.205530;1.205560;1.205530;1.205560;0
20150101 224100;1.205560;1.205650;1.205550;1.205650;0
20150101 224300;1.205630;1.205780;1.205630;1.205780;0
20150101 224400;1.205780;1.205920;1.205780;1.205880;0
20150101 224500;1.205880;1.206190;1.205870;1.206170;0
20150101 224600;1.206160;1.206210;1.206080;1.206170;0
20150101 224700;1.206190;1.206200;1.205970;1.205970;0
20150101 224800;1.205970;1.206000;1.205960;1.205970;0
20150101 224900;1.205990;1.206120;1.205970;1.205980;0
20150101 225000;1.205980;1.205980;1.205970;1.205970;0
20150101 225100;1.205990;1.206040;1.205840;1.205840;0
